	Arakhin	Avodah Zarah	Bava Batra	Bava Kamma	Bava Metzia	Beitzah	Bekhorot	Berakhot	Chagigah	Chullin	Eruvin	Gittin	Horayot	Keritot	Ketubot	Kiddushin	Makkot	Megillah	Meilah	Menachot	Moed Katan	Nazir	Nedarim	Niddah	Pesachim	Rosh Hashanah	Sanhedrin	Shabbat	Shevuot	Sotah	Sukkah	Taanit	Tamid	Temurah	Yevamot	Yoma	Zevachim
Rabbi Yonatan	3	4	8	9	12	0	2	16	2	18	2	6	5	0	6	5	2	5	0	19	2	7	7	0	3	2	47	21	2	20	1	1	1	1	5	17	5
Rabbi Yonatan ben	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	1	2	0	0	0	0	0	0	0	0
Rabbi Yonatan ben Akhinai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yonatan ben Amram	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yonatan ben Avtolemos	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
Rabbi Yonatan ben Elazar	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yonatan ben Yosef	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
Rabbi Yosef	0	1	0	1	0	0	0	1	0	6	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	2	0	3
Rabbi Yosef ben Elem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei	44	84	143	52	148	31	97	110	17	169	188	124	10	64	106	96	31	42	9	144	51	87	97	172	229	53	164	286	24	55	66	61	0	70	223	110	132
Rabbi Yosei HaGelili	0	7	4	43	13	2	32	8	7	40	7	8	3	0	9	29	9	0	0	21	2	1	1	3	51	5	19	5	9	19	8	0	0	8	5	18	67
Rabbi Yosei HaGelili disagrees	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rabbi Yosei HaGelili the Sages	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rabbi Yosei HaḤorem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei Rabbi Yosei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar	0	4	1	4	0	1	1	3	0	2	1	1	0	0	0	0	1	1	1	4	1	0	0	1	1	0	1	3	0	1	2	1	0	0	2	1	0
Rabbi Yosei bar Asyan	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Avin	0	1	0	0	0	0	1	3	0	2	0	0	1	0	3	0	0	0	0	1	1	0	0	0	1	0	1	2	0	0	1	4	0	1	2	0	0
Rabbi Yosei bar Huna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Keifar	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Kisma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Natan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Rabbi Ḥanina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Rabbi Ḥoni	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Rav Ḥoni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Yehuda	0	8	0	3	0	0	4	1	0	0	2	1	0	0	0	0	2	5	0	1	1	0	0	0	2	5	2	9	0	0	8	0	0	1	2	4	0
Rabbi Yosei bar Zavda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yosei bar Zevida	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rabbi Yosei bar Ḥanina	0	3	7	14	6	1	0	2	2	1	0	1	0	0	9	0	1	7	0	1	2	0	1	0	3	1	10	8	0	0	2	1	0	1	9	2	1
Rabbi Yosei ben	0	5	1	0	0	3	7	0	1	3	3	1	0	0	1	0	0	2	0	4	1	0	0	2	1	2	1	2	0	1	0	1	1	0	1	0	0
Rabbi Yosei ben Dolgai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Yosei ben Durmaska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Durmaskit	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Elyakim	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben HaMeshullam	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Keifar	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	2	0	0	0	0	0	0	0	0	8	0	0
Rabbi Yosei ben Ketzarta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Kisma	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0
Rabbi Yosei ben Lakonya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Nehorai	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Perata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Perida	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Shaul	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Yasian	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Yehoshua	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei ben Zimra	4	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0
Rabbi Yosei ben Ḥalafta	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
Rabbi Yosei ben Ḥanina	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei disagrees	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei the Galilean	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yosei the Great	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yosei the Priest	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoshiya	1	0	5	0	12	0	2	11	0	7	0	18	0	0	0	4	0	0	0	17	0	11	7	0	1	1	32	9	6	16	9	0	0	5	0	15	0
Rabbi Yoshiya the Great	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Yoshiyahu Pinto	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoshiyya	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yossi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoĥanan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoḥanan	40	247	263	271	258	77	132	292	92	481	212	264	23	93	216	149	100	70	60	285	57	101	67	245	240	74	345	410	116	96	111	93	3	149	297	176	268
Rabbi Yoḥanan HaMakkoti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rabbi Yoḥanan HaSandlar	0	0	0	3	0	0	0	0	0	3	0	1	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoḥanan bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Yoḥanan ben	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0
Rabbi Yoḥanan ben Beroka	3	1	46	14	0	1	5	1	3	3	15	2	0	0	23	2	3	0	0	12	0	4	0	3	17	7	1	8	1	0	4	0	0	0	12	2	0
Rabbi Yoḥanan ben Beteira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rabbi Yoḥanan ben Dehavai	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoḥanan ben Elazar	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoḥanan ben Gudgada	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Rabbi Yoḥanan ben Gudgeda	3	0	0	0	0	0	0	0	2	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoḥanan ben HaḤoranit	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rabbi Yoḥanan ben Nuri	1	0	0	2	2	1	1	1	0	7	19	2	0	8	4	1	3	0	0	0	0	0	4	6	7	6	1	9	0	0	0	0	0	3	6	1	1
Rabbi Yoḥanan ben Yosef	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yoḥanan ben Zakkai	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yusna	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yustai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rabbi Zakkai	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0	0	3	0	0	0	1	0	4	0	0	6	1	0	0	0	0	0	0	5	0	0
Rabbi Zeira	2	20	38	36	42	25	5	78	4	141	57	47	5	33	50	21	9	19	3	48	29	2	23	59	30	31	45	84	6	12	32	16	0	16	12	19	49
Rabbi Zeira bar Ḥanina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Zekharya	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Zekharya bar Kefutal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Zekharya ben	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Zekharya ben Avkolas	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Zekharya ben HaKatzav	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Zekharya ben Kevutal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Zeraḥia HaLevi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Zerika	0	0	4	0	0	4	0	5	1	5	1	2	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	1	0	2	3	1	0	0	2	2	2
Rabbi Zevida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Rabbi Ze’eiri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ze’iri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rabbi Zilai	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Zivai	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Zutra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Rabbi Ḥagga	0	1	2	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥaggai	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rabbi Ḥalafta	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	2
Rabbi Ḥalafta ben Shaul	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥalvan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Ḥama	2	2	3	0	3	1	0	9	0	0	0	0	0	0	6	3	0	2	0	0	0	0	1	4	0	0	6	6	2	14	1	3	0	0	0	4	2
Rabbi Ḥama Bar Ḥanina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥama bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥama bar Bisa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥama bar Oshaya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥama bar Pappa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rabbi Ḥama bar Rabbi Ḥanina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Rabbi Ḥama bar Yosef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥama bar Ḥanina	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	3	1	0	1	1	3	0	0	1	3	0
Rabbi Ḥana	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥana Sha’ina	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥana She’ona	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥana bar Sha’ina	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanan	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	1	3	0	0	0	0	0	0
Rabbi Ḥanan ben Pitom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rabbi Ḥananel	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥananya	0	0	0	0	4	0	0	1	2	4	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	1	1	0	0	1	0	0	0	4	2	0
Rabbi Ḥananya Terita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rabbi Ḥananya ben Akashya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥananya ben Akavya	0	0	0	0	0	0	0	0	4	0	10	0	0	0	2	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
Rabbi Ḥananya ben Akiva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rabbi Ḥananya ben Antigonus	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥananya ben Gamla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥananya ben Gamliel	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	5	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥananya ben Teradyon	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	3	0
Rabbi Ḥananya ben Ḥakhinai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanilai	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Rabbi Ḥanin	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	0	3	0	0	0	0	0	3	0
Rabbi Ḥanin bar Ami	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Ḥanina	25	37	56	29	29	6	30	88	1	72	35	31	2	15	68	25	1	25	5	55	8	12	18	59	40	6	79	92	11	37	14	28	0	18	24	61	29
Rabbi Ḥanina Kara	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rabbi Ḥanina Terita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rabbi Ḥanina ben	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanina ben Agil	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanina ben Akavya	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanina ben Antigenos	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanina ben Antigonus	1	0	0	0	0	0	10	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	1	14	0	0	1	0	0	0	1	0	0	1	3	0	0
Rabbi Ḥanina ben Dosa	0	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	3	0
Rabbi Ḥanina ben Gamla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanina ben Gamliel	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	15	0	1	0	6	0	0	1	8	1	0	4	1	0	1	0	0	0	0	0	1	0
Rabbi Ḥanina ben Teradyon	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥanina the Great	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rabbi Ḥanina Ḥoza’a	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Rabbi Ḥelbo	0	1	6	0	3	0	0	9	0	2	0	2	0	0	2	1	0	5	0	1	2	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0
Rabbi Ḥideka	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥidka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0
Rabbi Ḥilkiya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Rabbi Ḥinnana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥinnana bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥinnana bar Pappa	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥisda	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rabbi Ḥiyya	7	39	38	83	96	19	23	91	8	124	55	26	7	12	53	26	8	22	0	70	48	12	8	54	39	11	82	95	22	24	15	15	2	14	118	21	34
Rabbi Ḥiyya Arikha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ḥiyya bar	4	0	0	1	1	0	0	1	0	0	0	0	1	0	2	0	0	3	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0
Rabbi Ḥiyya bar Ashi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
