Gmatria	Word
140	מכף | ופליטה | מנים | פדון | מלכים | כען | פני | הקהל | מעל
141	עלמא | אסף | צאן | כהנינו
142	במעל | מאלהינו | ניחוחין | ויענו | להוציא | והודענא
143	ולבניהם | הלבנון
144	נטפה | וקבלו | קדם
145	לחזק
146	קמו | למעבד | וכען | עולם | קום | סיעהא | ומימן | ויעמידו
147	וימצא | והקול
148	פסח
150	המעלה | עילם | קליטא | לעמוד | ומדנן | מלכין
151	עלמיא | ונועדיה | וקליה | מקוה | ומעלה
152	בנימן | מבינים | צונו | לבניכם
153	בצלאל | חלקיה | הפסח
154	קדמי
155	העלים | עליהם
156	מלכינו | יוסף | ויקם | ומלכין
157	יאספו | הצביים
158	נקבו | נציח | ובנימן
160	מכמס | מעמי | כסף | אליפלט
161	נקודא | עלינא | אלפים | ועמהם | כספא
162	לקבל | בכסף
163	ויוציאם | בכספא | ויאספו
164	הקטן
165	ומטעם | ולהעמיד | הכסף | להעמידו
166	וכסף | לקול | עלינו | ומעילי
167	והקימו | וכספא | זקני
168	ויקומו
170	ליחזקיה | עצי | עמכם | לפני | מהכהנים
171	יוספיה | עליהון | והכסף
173	וזקני | בכספיא
174	והסגנים | ומצלח
175	מקהל | העמני | למעלה
176	לעולם
177	ועמהון | אליועני
178	לנצח | עקוב
180	לחצבים | פנים | למנין
181	ולטפנו | סוסיהם
184	פקד
185	מהודעין | קדמיאל
186	ומנכסי | מקמו | לעלון
187	בעיניהם | נמצאו | אליועיני | מזמנים
188	במקום
190	למען | לפניך | נכסין
191	וקדמיאל | להוסיף | המקום | ונסעה
192	ויעציו | אליהועיני
195	חקופא
196	סלקו | עינינו | מעלנו | ולכסף
197	ונצומה
198	ויועציו | לפלחן | מסובלין
200	צדוק
201	הקוץ
202	בר | ויצילנו | רב
203	וזקיף | גר | רבא
204	ואקבצה | צדיק
205	אדר | גבר | אדניקם
206	דבר
207	גדר | ונסכיהון | ראו
208	בדבר | רבו | מחלפים | פינחס
209	אגרה | ארח | אחר | רבוא
210	מלפני | יוצדק | אטר | בקבוק
211	גחר | הדבר
212	הרבה | הזקנים | בחרב | חרד
214	ויקבצו | רוח
215	ואחר | ואורב
216	מעונים | גבריא | ראיה | דברי
217	אדרזדא | הגזבר
218	והזקנים | ברחוב | בדברי
219	אחרי
220	רוחו | מעינים
221	הרגזו | יורה
222	מעוננו | אוריה
223	גזבריא | ואורי
224	ירחו | לצדנים | דרך
225	ואחרי | הטהרו
226	ומצלין | בדרך | כדבר | יועצים
227	להקבץ
228	כרוב | ויריב | ברוך
229	הדרך
230	ריך | לכנעני | זרחיה
232	ברכי
234	ומצלחין | מסעדין
235	הנפק
236	לדבר | הנמצאים
237	ארכוי
238	ארכויא
239	ואקבצם | וזכור
240	ככר
241	אמר | זרבבל
242	זכריה | ברם
245	מרדא
246	לגבריא | נפוסים | להאיר | כדברך
247	וזרבבל | ואמר
248	וזכריה | נקבצו | חמר | חרם | לירח
249	ברזלי
250	הרמה | ומרד | נפיסים
251	רומה
252	ואמרה
253	ימגר | גמיר | אגרטלי
254	רחום
255	מהיר | רמיה
256	אמריה | דברים | כדבריך | אהרן | נהרא
257	ויאמר
258	זמריא | יחרם | ורבים | ארזים | וליריב
259	אחרים
260	נהרה | הנהר | ירמי | הגברים
261	הדברים | אסר | ואמרטה
262	והאמרי
263	ויאמרו
264	חרון
265	ירמיה
266	ההרימו
270	טהורים | קצף
271	לאמר
272	לאריאל | עבר
273	רגע | והחרדים | ארבע | הרבינו
274	מרדכי | וליויריב | בעבר
277	הערב | זרע | באדרע
278	וארעא | ולזכריה | עזרא
279	וארבע
280	עיר | בארבעה | כרין
282	הזכרים
284	דכרין | וארבעה
285	דכרניא | להרים | העיר | דכרונה
286	ועיר
287	לאורים
288	ויעבר | וזהירין
290	ודכרין | ככרים
291	נאמר | ארץ | פרודא | הריעו
292	אמרנא | עזריה
295	מנהר | ואחריכן
296	הארץ
297	הרביעי | אמרנו
298	חמרים
300	ככרין | צרי
301	כמאמר | אמרין | שא
302	הפרזי | ואכרעה
304	ויעבירו
306	אשה
307	לזכרים | ואמרין
308	ולערב | ואקרא | אלעזר | לעזרא | עזראל
309	אחרנים
310	לממר | יש | קרי
311	לפאר | למרמא | קריא | איש
312	חדש | יבקר | שבי | אשיא | ישב
314	ובקרו | בחדש | בשבי | ואלעזר | ישגא | ואשבה
315	להפר | רעליה | כפירה
316	וכפרי | ויש | לעירו | כפורי | לרומם
317	עזרם | החדש | ויקרא | בקריה
318	ישוב | אליעזר | ואשיא | ושבי
319	והקרבו
320	ערים | לככרים | מכירים
321	שבטי
322	בערים | ההשיב | ישבי
323	חטוש | השיבו | ארבעים | הקריבו | וזרעם
324	ואליעזר | וישבו
325	ויגשו | הרעים | חשביה | ישיה
327	לאוצר | בעריהם | ויקירא
328	ואשוהי | ההשיבו
329	וארבעים
330	טרפליא | פרים | וישובו
331	כאיש | סיסרא
332	לבקר
333	לבקרא
336	שלו | וסכרים
337	ושאל
338	שלח | בערינו
339	וישחטו | פרדיהם
340	שם | ספר | פרס
341	ספרא
342	בשם | לחדש | בספר
343	לשביא
344	שלחו
345	הספר | והשכחו | המצרי | שמה | משה
347	להשיב
348	חשם | משח | שליח | באשמה | ישלח | לאליעזר | ולשבי
349	שליט
350	שים | ואשלחה | שכל | עמרם | רצין
351	ספריא | אנש | שמיא
352	משבי | רצונו | אפרסיא
353	אלישיב | חמשה
354	ומשח
355	לאדרכנים | שנה | בשמחה | מגביש
356	שימו
357	מהשבי | השבים | נשאו
358	השמחה | ונשב
359	וחמשה | נגשו
360	דרקון | קרס
361	אנשי | נשאי
362	ואשימה
363	ולאסורין | ונשאו | לעזרנו | ובשנה | הנשוב
364	שגיאן | שטנה
365	השני
366	חשחן | יהשנא | הנשיא
367	לשאול
368	ברקוס
370	שכן | שלם | מרפים | דרכמונים | מריעים
371	שלמא
372	שבע | וישימו | בשלם | כבשים | אפרסכיא
373	החמישי
374	מרעידים
375	עשה | השלם | שלמה
376	שלום | ולצרים
378	רחיקין | ינשאוהו
380	מספר | שלמי | שמם | שמלי
381	ועשה
382	במספר | בלשן | שאלנא | ועשו
383	ושבעה
384	למרחוק
385	יעשה | שכניה
386	ישוע
387	אשכללו
388	ובקרעי | וישבע | שמחם
389	שלחנא | אבישוע
390	צפירי
391	אסנפר | ושלמיה | ושכללה
392	אספרנא | ושכללו | ויעשו | וישוע
393	גשמים
394	וישבעו
395	ישעיה | מנשה | השמים | שמנה | חשופא
396	ויעשי | ויספרם | וצפירי | ושמן | שכלילו
397	ואשמים | ושלמיהו | השביעי
398	ולחדשים | חמשים
400	נשים | להשניה | שנים
401	אנשים | ומנשה | ושמנה | את
402	אתא | בשנים
404	שפטיה | קדש | וחמשים
405	דתא | נשיהם | הנשים
406	אתה | בדת | עשהאל | ושנים | ונשים
407	מהקרבין | אתו | ואת
408	זאת | שבקו | בקשו
409	אחת | הקדש
410	קדשו | משלם | שלמם | שקדו | ושפטיה | שנין
411	ודתא | הות
412	תהוא | ואלעשה | בית | חדת
413	ביתא | ואתו
414	האבות | זתוא | בבית | יתד | דתי
415	משכנה | ושליטין | תודה | לשכללה
416	ומשלם
417	הבית | ושיציא | והות | ביתה
418	ובית | חטאת
419	והותב
420	לשמים | היתה | מספרם | שמעי
421	איתי
422	מלבשים | נבוכדנצר | שבעים | כתב | חרחור
423	החתי | ובהודת | וביתה
425	מעשיה | שמעיה
426	משומם | ושמעי
428	כתוב | וכתב | נבוכדנצור | אבהתך | כזאת | כתבו | ושבעים
430	תל | לשנים
431	ושמעיה
432	כתיב | לבקש | וישמעו
435	ומשפט
438	ויכתב
440	משנים | שמנים | גלותא
441	אתם | מאת | בטלת
442	לבית | ואשקלה | ככתב
443	אבתם
444	מדת | מקדש | ומהגשמים
445	תמה
446	וכשמעי | ולמשלם
447	מאות | אותם
448	תמח | ואשקולה | ככתוב
449	אבותם | שפטין | כמשפט
450	מררי | לענש
451	ישמעאל
452	באחמתא
454	תמיד
455	לשמעיה
456	יומת | לותך | בנדת | תנו
457	מתיהב | ואנת | אתנו
458	מתיהבא | חמודת | אבתיהם | מבקשיו
459	אבהתנא | יתמחא | הקדשים
460	נשמע
461	התנדב | בנבואת
462	כתבם | בתין
463	יתבנא | ונבקשה | וטובתם | תחנה | בכתליא
464	במכתב
466	שמעון | ויתן
467	ישאלנכון | התנדבו
469	אבתינו
470	מתל | משקל
472	במשקל | ויתנו | נכתב | יתבין | בעת
473	אבתיכם | מתאבל | והתנבי
474	התיבונא
475	המשקל | אבותינו
476	למות
478	חנכת | במעשינו | יתיבון
480	לפשע | ללכת | נשקל
481	והעת | ועתה
482	וככלות | כנותו
483	יהתיבון
486	יתעבד | עותי | לכלות | עבידת
487	טבעות | וכנותה
488	לבנות | פחת | כחכמת
490	מטמאת
491	מלאכת | מאתים | הסכות
492	כנותיו | בטמאתם
493	במלאכת | ועבידתא | מתבנא
495	פתיה
496	מתנדב | וכעת | מלכות
497	ואכלתם
498	מבנות | במלכות
499	המקדשים
500	נתן | עלת | מתני
501	מאתין | אשר | ראש
502	מלכותו
503	בשאר | פתחיה
504	מדינת | ובמלכות
505	מדינתא | מתניה
506	ויתנם | הראש | ונתן | לעבדת | נתנו | צוית | ועלת | ופחוות | עלות | ובמנחת
507	ואמהתיהם | אשור | ושאר
508	במלכותי | לחנכת
509	מדינתה | חרשא
510	עתלי | שרי
